place_id,place_name,review_id_hash,rating,review_text,published_at,Fecha,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,58e4bca258718e2880997d59bec95fcb,5,"Hermoso mirador que se sube desde el Puerto de Bahia Mansa, y tiene un sendero que te lleva al Bosque de Arrayanes.",3 years ago,2021-04-25,,,,0,448.0,1090.0,True,"Beautiful viewpoint that goes up from the Puerto de Bahia Mansa, and has a path that takes you to the Arrayanes Forest.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,abbd0ecbe3d348e92dc8c1811c1fff0c,5,"En un paseo corto y para toda la familia se puede llegar luego de un poco de esfuerzo a este gran mirador, uno de los dos mas cercanos del Parque",2 years ago,2022-04-25,,,,0,94.0,153.0,True,"In a short walk and for the whole family you can reach this great viewpoint, one of the two closest in the Park, after a little effort.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,6705584a1235e7e6d91858956fd43b7a,5,Vista completa de los cerros. Acceso empinado pero vale la pena!,4 years ago,2020-04-25,,,,0,77.0,316.0,True,Complete view of the hills. Steep access but worth it!,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,d33de8a57ebfb78f680f15c54ed91b22,5,Uno de los miradores mas lindos del recorrido.,4 years ago,2020-04-25,,,,0,527.0,9486.0,True,One of the most beautiful viewpoints on the tour.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,f813d555c7e4ad5f38c1663ca098980f,5,Vale la pena aun si llueve o hace frio no se siente dentro del bosque..Imperdible!!!,2 years ago,2022-04-25,,,,0,92.0,82.0,False,It is worth it even if it rains or is cold you dont feel inside the forest... Unmissable!!!,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,f24477d0a883ee8e8c4a3682f9bffe3a,5,Muy linda vista,a year ago,2023-04-25,,,,0,537.0,3802.0,True,Very nice view,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,c0156359892b54ebae63c8a8029bbb3e,5,Hermosa vista!!! Lugar super tranquilo para disfrutar de la naturaleza!,2 years ago,2022-04-25,,,,0,217.0,403.0,True,Beautiful view!!! Super quiet place to enjoy nature!,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,6ea1f237b6ebd727e047a23cab291968,5,Muy lindo lugar. Vale la pena despues de una buena subida.,5 years ago,2019-04-25,,,,0,118.0,43.0,True,Very nice place. Its worth it after a good climb.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,55e0f3d205c39222a145442355bafc93,5,simplemente hermoso .vale la pena la caminata,5 years ago,2019-04-25,,,,0,46.0,503.0,True,simply beautiful. worth the walk,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,7c4a97b24b454c2fc28f6d25613991c8,5,"Muy lindo, esta dentro del Parque, requiere un pequeno esfuerzo para llegar por el sendero perfectamente marcado, 1 hora aprox para subir, vale la pena, Si subes en silencio los pajaros te acompanan con su canto de vez en cuando.",a year ago,2023-04-25,,,,0,152.0,,True,"Very nice, it is inside the Park, it requires a little effort to get there along the perfectly marked path, approximately 1 hour to go up, it is worth it. If you go up in silence the birds accompany you with their song from time to time.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,9de1e7db4c5858f1d1ff518691fe836e,5,"Paz absoluta, vista increible",2 years ago,2022-04-25,,,,0,46.0,44.0,False,"Absolute peace, incredible view",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,70893c486b94946e2efbf8873c6158dd,5,Es precioso por el mismo sendero que vas al Bosque de Arrayanes tenes desvio y te vas a los dos Miradores  Brazo Norte y Bahia Mansa  en uno ves ambas bahias el otro orienta hacia los Andes y el Nahuel Huapi.  No podes perderte de ver algo tan imponente y Hermoso.,a year ago,2023-04-25,,,,0,191.0,939.0,True,"It is beautiful along the same path that you go to the Arrayanes Forest, you have a detour and you go to the two Viewpoints Brazo Norte and Bahia Mansa in one you see both bays, the other faces towards the Andes and Nahuel Huapi. You cant miss seeing something so impressive and beautiful.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,735252d2711b3d68670324b9979397b3,5,"Incomparable belleza!!! El color del agua es irreal, vibrante. La playa es hermosa, ideal para pasar la tarde.",a year ago,2023-04-25,,,,1,172.0,229.0,True,"Incomparable beauty!!! The color of the water is unreal, vibrant. The beach is beautiful, ideal for spending the afternoon.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,112867f151a768ede3823ed005ad559c,5,Increible!!! Una de las mejores vistas,3 years ago,2021-04-25,,,,0,269.0,419.0,True,Incredible!!! One of the best views,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,569fdc0d74fb89a699a6af6d9e95becd,5,"This viewpoint is reaching 700 meters of ascent! There is a path to the left, and then the path divides into two inns, this is the one on the right. It costs a lot for those who are not used to it. But the view is worth it!!!",a year ago,2023-04-25,,,,0,75.0,75.0,True,,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,7e09df01ebb815e0f1889a36e55155c5,5,Muy buena caminata para llegar,5 years ago,2019-04-25,,,,1,103.0,183.0,True,Very good hike to get there,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,d1181dc198646fd22ba89d5e9ec80c90,5,"Majestuoso, es un camino de 1km con 100mts de desnivel. Se puede entrar hasta las 16hs Es una dificultad media, lo indica en la entrada pero muchos lo ignoran y terminan desistiendo a medio camino.",a year ago,2023-04-25,,,,1,157.0,252.0,True,"Majestic, it is a 1km path with 100 meters of elevation gain. You can enter until 4:00 p.m. It is a medium difficulty, it indicates it at the entrance but many ignore it and end up giving up halfway.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,938d05ae3daeef294292dfb29fb868e2,5,Un lugar sonado. Vista espectacular,5 years ago,2019-04-25,,,,0,165.0,1886.0,True,A dream place. Spectacular view,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,6869c13ac9055b1daa68f6dac577c428,5,"La vista es imponente, no hay foto que le haga justicia, hay que verlo en persona. Se ve la isla Fray Menendez y de fondo varios cerros.",a year ago,2023-04-25,,,,0,16.0,35.0,True,"The view is impressive, there is no photo that does it justice, you have to see it in person. You can see Fray Menendez Island and several hills in the background.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,e3cb5110861797e3df678b30812e0b4b,5,Excellent! Don t be afraid by the sign about the entrance fees - the path to the viewpoints (there s two) is free (the fee is for going deeper into the park),a year ago,2023-04-25,,,,1,125.0,20.0,True,,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,0b0aaff6bf5b70e3deffdd6c1e32abe9,5,"Mirador mas ventoso. La vista es maravillosa. El ascenso es por sendero generalmente angosto; hay que estar atento a la pisada porque es resbaladizo. Pero es muy interesante, bellas vistas, y fluyen las emociones. Sobre todo cuando cumpliste el objetivo.",5 years ago,2019-04-25,,,,0,87.0,149.0,False,"Windiest viewpoint. The view is wonderful. The ascent is along a generally narrow path; You have to be careful with your footing because it is slippery. But it is very interesting, beautiful views, and emotions flow. Especially when you met the goal.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,cecc0f2861318f6ee528678bb8dcb893,5,Frente al mirados de Bahia Mansa en La Angostura se ve esta vista que expreaa visualmente el nombre de La Villa,5 years ago,2019-04-25,,,,0,77.0,45.0,True,In front of the Bahia Mansa viewpoint in La Angostura you can see this view that visually expresses the name of La Villa,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,fd59678b4418d54bb5ec5b68f67e7341,5,Hermoso. Poco cuidado todo el sendero. Partes poco seguras. Cansador para el q no esta acostumbrado a estos desafios. Llevar agua y subir despacio si no estas entrenado. No ir si hay mucho viento.,2 years ago,2022-04-25,,,,0,438.0,42.0,True,Beautiful. The entire trail is poorly maintained. Unsafe parts. Tiring for those who are not used to these challenges. Carry water and climb slowly if you are not trained. Dont go if there is a lot of wind.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,06a1110c298651b92318bafa03ce402f,5,Muy bello lugar. Se llega caminando desde la entrada de bosque de arrayanes. 30/40 minutos aprox de caminata en montana y partes de camino de cornisa.,2 years ago,2022-04-25,,,,0,18.0,8.0,False,Very beautiful place. It is reached by walking from the entrance to the myrtle forest. Approximately 30/40 minutes of mountain walking and parts of the cornice path.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,0cd0564afb421d0afe1a4af1e89b41a7,5,"Increible vista! Esta ubicado dentro de parque nacional de los ARRAYANES, muy hermosa vista a bahia brava y el lago Nahuel Huapi. Suele haber mucho viento. El camino son unos 900 metros faciles con subidas y bajadas, se tarda unos 20 o 30 minutos en llegar.",4 years ago,2020-04-25,,,,1,150.0,1214.0,True,"Amazing view! It is located within the ARRAYANES National Park, with a very beautiful view of Bahia Brava and Lake Nahuel Huapi. There is usually a lot of wind. The path is about 900 easy meters with ups and downs, it takes about 20 or 30 minutes to get there.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,c18756407916f96e465603f4bad89a19,5,Increible!!! No tienen que dejar de ir a este mirador. El camino para llegar a este tambien es muy lindo.,2 years ago,2022-04-25,,,,1,125.0,85.0,True,Incredible!!! You dont have to miss going to this viewpoint. The path to get there is also very nice.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,7a0685885c4c3f1a23cc924845e1d149,5,Vistas increibles del lago y las montanas.,5 years ago,2019-04-25,,,,0,131.0,396.0,True,Incredible views of the lake and mountains.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,8cfa7e9ee9a02af3c7a8c45544b96553,5,"Cuesta llegar hasta arriba, pero vale la pena el esfuerzo!!! Imperdible!!!",6 months ago,2023-10-25,,,,0,217.0,809.0,True,"Its hard to get to the top, but its worth the effort!!! Safety pin!!!",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,8651d5bcd622c8a295eaa0e920a24e44,5,"Su nombre real es Mirador Brazo Norte y hay que hacer aproximadamente 1km por el sendero al bosque de Arrayanes para llegar a la bifurcacion a los miradores. Una vez en la bifurcacion, el sendero vuelve aproximadamente 400 metros hasta llegar hasta al mirador el cual de encuentra correctamente vallado. La visita es obligada, la vista impagable. Para una mejor experiencia, ir con dia despejado.",4 years ago,2020-04-25,,,,0,233.0,318.0,True,"Its real name is Mirador Brazo Norte and you have to walk approximately 1km along the path to the Arrayanes forest to reach the fork at the viewpoints. Once at the fork, the path returns approximately 400 meters until it reaches the viewpoint which is correctly fenced. The visit is a must, the view is priceless. For a better experience, go on a clear day.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,bf633cc1abd2bdeee7ad252d71c393cc,5,Hermoso... Bello... Increible...,a year ago,2023-04-25,,,,0,19.0,13.0,True,Beautiful... Beautiful... Incredible...,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,e30888a5212a368ea501b38a86798495,5,La belleza es increible vale la pena el esfuerzo de subir lo unico que me parecio mal que el ingreso por la oficina de APN tiene los banos clausurados,a year ago,2023-04-25,,,,0,175.0,773.0,True,"The beauty is incredible, it is worth the effort to climb the only thing that seemed bad to me is that the entrance through the APN office has the bathrooms closed",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,789f0b12178bbe1c7a5a883844cef768,5,Hermoso lugar !! Vale la pena hacerlo,4 years ago,2020-04-25,,,,0,46.0,292.0,True,Beautiful place !! Its worth doing,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,c1fd83bd6df0b2e0c337a5f1d95be199,5,Hermoso lugar. Seguro y de facil acceso.,5 years ago,2019-04-25,,,,0,125.0,98.0,True,Beautiful place. Safe and easy access.,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,e90a3acd0d63d512fd466e6d4c32404d,5,Bellisimo...no te lo pierdas si venis a villa langostura,3 years ago,2021-04-25,,,,0,119.0,87.0,True,Beautiful...dont miss it if you come to Villa Langostura,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,101febd1619906ff9d0440e0ab2545e7,5,"Totalmente recomendable llegar a este mirador y tomarse un buen momento para disfrutar de la espectacular vista que nos regala. Imponente! Paisajes increibles, recuerdos inolvidables.",4 years ago,2020-04-25,,,,0,137.0,465.0,True,"It is totally recommended to get to this viewpoint and take a good moment to enjoy the spectacular view it gives us. Imposing! Incredible landscapes, unforgettable memories.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,4954e46470ca287935cca415b568444e,5,Hermoso paisaje!!! No se lo pierdan!!,5 years ago,2019-04-25,,,,0,94.0,266.0,True,Beautiful landscape!!! Do not miss it!!,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,0dad5a0a063cbcbc93df4fe528c01138,5,"Hermosas las vistas, lugares encantadores, unas fotos increibles.",11 months ago,2023-05-25,,,,0,149.0,280.0,True,"Beautiful views, charming places, incredible photos.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,5f9c219f68bcf6d2f894bcc415b98839,5,Hermosa Vista!,5 years ago,2019-04-25,,,,0,61.0,318.0,True,Beautiful view!,
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,d761b4479c24315db7ecdabb645cf6e0,5,"Lugar de indescriptible belleza, muy recomendable subir si visita Villa La Angostura. Son 2 kms de sendero muy bien senalizado.",5 years ago,2019-04-25,,,,1,212.0,366.0,True,"Place of indescribable beauty, highly recommended to go up if you visit Villa La Angostura. There are 2 km of very well marked trail.",
ChIJM_mf2S2_EJYRFcQ_RJa2wMY,Mirador Brazo Norte,a55b5dc02a77ae9566f9ed68cbf4ae37,5,"Una de las Bahias que conforman al Itsmo de Quetrihue por donde se accede por un sendero 11km  de bosque al bosque de Arrayanes  . . Hermoso treking. Dificultad media, se hace bien en 3 horas.",2 years ago,2022-04-25,,,,0,171.0,384.0,True,"One of the bays that make up the Quetrihue Isthmus where you can access the Arrayanes forest through an 11km forest path. . Beautiful trekking. Medium difficulty, done well in 3 hours.",
